"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"02/06/2021","1,373.48","1,376.37","1,382.14","1,364.81","529.26K","-0.21%"
"01/06/2021","1,376.37","1,367.94","1,389.00","1,367.94","407.60K","0.53%"
"31/05/2021","1,369.07","1,357.07","1,369.31","1,345.00","474.03K","0.90%"
"28/05/2021","1,356.89","1,338.50","1,358.74","1,334.66","490.49K","1.41%"
"27/05/2021","1,337.98","1,351.52","1,354.79","1,333.91","463.29K","-0.98%"
"26/05/2021","1,351.28","1,341.37","1,352.19","1,337.73","434.12K","0.74%"
"25/05/2021","1,341.41","1,328.64","1,342.62","1,328.57","407.25K","0.86%"
"24/05/2021","1,329.95","1,321.56","1,333.13","1,320.66","471.29K","0.65%"
"21/05/2021","1,321.42","1,317.66","1,327.72","1,308.25","435.86K","0.28%"
"20/05/2021","1,317.77","1,300.99","1,317.77","1,295.04","454.39K","1.29%"
"19/05/2021","1,301.01","1,283.92","1,301.43","1,282.23","450.39K","1.33%"
"18/05/2021","1,283.92","1,283.17","1,290.28","1,276.74","439.62K","0.08%"
"17/05/2021","1,282.89","1,290.68","1,302.50","1,282.74","448.94K","-0.60%"
"14/05/2021","1,290.67","1,283.60","1,296.46","1,283.60","441.47K","0.55%"
"13/05/2021","1,283.63","1,292.30","1,297.18","1,283.63","453.03K","-0.67%"
"12/05/2021","1,292.31","1,274.25","1,292.50","1,267.42","450.58K","1.37%"
"11/05/2021","1,274.81","1,281.91","1,294.93","1,274.81","467.36K","-0.55%"
"10/05/2021","1,281.84","1,257.99","1,282.69","1,252.89","471.49K","1.84%"
"07/05/2021","1,258.73","1,264.41","1,267.13","1,247.95","494.44K","-0.45%"
"06/05/2021","1,264.47","1,267.46","1,273.42","1,259.51","433.33K","-0.24%"
"05/05/2021","1,267.45","1,251.04","1,279.54","1,251.04","431.09K","1.34%"
"04/05/2021","1,250.72","1,240.83","1,251.96","1,214.29","490.34K","0.77%"
"29/04/2021","1,241.16","1,228.19","1,241.41","1,227.29","393.22K","1.06%"
"28/04/2021","1,228.18","1,217.72","1,229.07","1,214.65","364.04K","0.86%"
"27/04/2021","1,217.72","1,211.71","1,219.18","1,201.10","345.04K","0.50%"
"26/04/2021","1,211.69","1,240.09","1,244.11","1,207.72","456.71K","-2.29%"
"23/04/2021","1,240.09","1,213.06","1,240.09","1,203.24","446.29K","2.23%"
"22/04/2021","1,213.07","1,255.24","1,258.66","1,213.07","477.67K","-3.38%"
"20/04/2021","1,255.57","1,251.04","1,273.53","1,247.80","477.35K","0.36%"
"19/04/2021","1,251.04","1,226.85","1,251.04","1,220.67","484.19K","1.99%"
"16/04/2021","1,226.69","1,233.12","1,241.01","1,212.38","612.99K","-0.60%"
"15/04/2021","1,234.15","1,239.50","1,250.54","1,234.15","478.83K","-0.43%"
"14/04/2021","1,239.48","1,228.13","1,239.48","1,213.20","508.47K","0.92%"
"13/04/2021","1,228.16","1,229.02","1,248.83","1,227.70","598.69K","-0.06%"
"12/04/2021","1,228.94","1,205.02","1,229.41","1,205.02","548.44K","2.05%"
"09/04/2021","1,204.24","1,203.17","1,206.47","1,197.48","412.15K","0.07%"
"08/04/2021","1,203.34","1,208.15","1,213.23","1,200.53","389.78K","-0.40%"
"07/04/2021","1,208.16","1,204.83","1,208.16","1,198.64","417.92K","0.28%"
"06/04/2021","1,204.83","1,199.29","1,209.41","1,195.33","415.80K","0.46%"
"05/04/2021","1,199.30","1,190.91","1,206.18","1,190.91","399.36K","0.88%"
"02/04/2021","1,188.80","1,179.49","1,193.63","1,179.49","391.81K","0.83%"
"01/04/2021","1,179.02","1,151.78","1,180.30","1,151.78","419.72K","2.37%"
"31/03/2021","1,151.78","1,146.88","1,158.80","1,146.23","416.90K","0.43%"
"30/03/2021","1,146.87","1,134.61","1,148.23","1,131.53","444.68K","1.08%"
"29/03/2021","1,134.62","1,121.36","1,135.56","1,121.36","354.04K","1.18%"
"26/03/2021","1,121.34","1,119.91","1,125.07","1,096.73","416.19K","0.12%"
"25/03/2021","1,120.05","1,120.21","1,129.50","1,112.45","382.36K","0.00%"
"24/03/2021","1,120.08","1,139.99","1,139.99","1,111.32","414.40K","-1.77%"
"23/03/2021","1,140.26","1,151.57","1,151.57","1,134.56","389.87K","-0.99%"
"22/03/2021","1,151.61","1,156.31","1,160.07","1,147.48","388.65K","-0.35%"
"19/03/2021","1,155.64","1,159.30","1,159.77","1,151.65","391.16K","-0.32%"
"18/03/2021","1,159.35","1,143.56","1,159.35","1,143.56","352.40K","1.40%"
"17/03/2021","1,143.37","1,140.29","1,143.37","1,135.32","414.80K","0.30%"
"16/03/2021","1,139.96","1,142.09","1,143.65","1,129.82","390.11K","-0.18%"
"15/03/2021","1,142.07","1,139.26","1,144.87","1,136.04","367.71K","0.25%"
"12/03/2021","1,139.25","1,140.05","1,144.77","1,136.23","342.69K","-0.07%"
"11/03/2021","1,140.03","1,126.61","1,141.90","1,126.61","361.30K","1.20%"
"10/03/2021","1,126.55","1,117.19","1,127.17","1,109.43","351.75K","0.84%"
"09/03/2021","1,117.14","1,122.18","1,122.23","1,104.45","351.75K","-0.45%"
"08/03/2021","1,122.18","1,123.75","1,135.40","1,117.27","361.91K","-0.11%"
"05/03/2021","1,123.45","1,124.33","1,124.33","1,107.68","373.89K","-0.07%"
"04/03/2021","1,124.28","1,142.98","1,148.19","1,114.94","404.33K","-1.64%"
"03/03/2021","1,142.98","1,142.29","1,145.56","1,136.48","348.99K","0.06%"
"02/03/2021","1,142.29","1,141.97","1,152.03","1,136.77","344.46K","0.09%"
"01/03/2021","1,141.22","1,123.53","1,142.28","1,123.53","377.47K","1.58%"
"26/02/2021","1,123.44","1,119.81","1,125.09","1,103.45","342.90K","0.29%"
"25/02/2021","1,120.14","1,118.08","1,125.70","1,109.52","311.29K","0.19%"
"24/02/2021","1,118.00","1,133.19","1,141.87","1,111.21","362.68K","-1.34%"
"23/02/2021","1,133.16","1,133.03","1,141.94","1,126.78","368.87K","0.01%"
"22/02/2021","1,133.04","1,132.28","1,141.39","1,125.28","361.04K","0.06%"
"19/02/2021","1,132.36","1,137.26","1,139.24","1,119.70","338.86K","-0.51%"
"18/02/2021","1,138.15","1,123.91","1,138.19","1,113.46","408.88K","1.27%"
"17/02/2021","1,123.90","1,081.06","1,123.90","1,081.06","352.31K","3.96%"
"09/02/2021","1,081.05","1,047.51","1,081.05","1,043.86","337.85K","3.20%"
"08/02/2021","1,047.53","1,089.11","1,090.00","1,034.92","448.51K","-3.82%"
"05/02/2021","1,089.11","1,073.07","1,089.11","1,073.04","311.59K","1.51%"
"04/02/2021","1,072.95","1,072.68","1,081.15","1,058.78","324.88K","0.02%"
"03/02/2021","1,072.70","1,036.78","1,076.79","1,036.78","459.76K","3.47%"
"02/02/2021","1,036.74","992.45","1,036.74","985.15","378.79K","4.44%"
"01/02/2021","992.71","1,013.68","1,030.32","992.71","388.76K","-2.10%"
"29/01/2021","1,013.96","977.08","1,030.71","943.89","513.30K","3.74%"
"28/01/2021","977.43","1,045.37","1,045.37","975.36","480.70K","-6.68%"
"27/01/2021","1,047.45","1,085.57","1,087.22","1,038.89","496.20K","-3.66%"
"26/01/2021","1,087.22","1,115.39","1,116.26","1,070.59","489.93K","-2.53%"
"25/01/2021","1,115.40","1,114.10","1,123.90","1,108.27","418.23K","0.17%"
"22/01/2021","1,113.52","1,107.79","1,121.59","1,105.97","459.28K","0.51%"
"21/01/2021","1,107.82","1,075.82","1,108.78","1,073.99","410.52K","2.98%"
"20/01/2021","1,075.80","1,069.81","1,082.32","1,035.26","497.55K","0.56%"
"19/01/2021","1,069.81","1,129.89","1,130.04","1,058.25","572.64K","-5.32%"
"18/01/2021","1,129.90","1,135.20","1,141.14","1,128.69","431.53K","-0.40%"
"15/01/2021","1,134.45","1,122.81","1,136.38","1,122.81","464.74K","1.12%"
"14/01/2021","1,121.93","1,117.88","1,122.41","1,109.59","452.09K","0.40%"
"13/01/2021","1,117.43","1,124.32","1,131.40","1,114.75","418.46K","-0.61%"
"12/01/2021","1,124.28","1,117.29","1,124.54","1,111.19","412.74K","0.62%"
"11/01/2021","1,117.31","1,100.35","1,118.56","1,100.35","460.95K","1.56%"
"08/01/2021","1,100.14","1,085.48","1,108.30","1,085.48","451.70K","1.40%"
"07/01/2021","1,085.00","1,069.61","1,085.00","1,069.61","433.55K","1.44%"
"06/01/2021","1,069.61","1,063.55","1,080.31","1,063.55","440.14K","0.57%"
"05/01/2021","1,063.51","1,049.36","1,065.58","1,045.35","398.23K","1.27%"
"04/01/2021","1,050.17","1,032.18","1,055.58","1,032.18","435.30K","1.93%"
"31/12/2020","1,030.30","1,020.67","1,032.99","1,020.43","301.33K","0.95%"
"30/12/2020","1,020.64","1,020.29","1,030.69","1,017.14","368.64K","0.03%"
"29/12/2020","1,020.38","1,013.88","1,024.02","1,009.97","370.96K","0.62%"
"28/12/2020","1,014.09","1,011.97","1,021.34","1,007.13","427.27K","0.32%"
"25/12/2020","1,010.81","993.81","1,010.98","986.63","354.53K","1.71%"
"24/12/2020","993.84","1,005.04","1,010.17","972.56","443.51K","-1.09%"
"23/12/2020","1,004.79","1,010.18","1,018.20","1,002.84","434.81K","-0.54%"
"22/12/2020","1,010.22","1,006.37","1,011.32","1,000.21","439.62K","0.49%"
"21/12/2020","1,005.34","991.27","1,007.51","991.27","412.71K","1.42%"
"18/12/2020","991.24","974.16","993.01","974.16","364.64K","1.75%"
"17/12/2020","974.16","984.55","984.55","973.25","422.05K","-1.15%"
"16/12/2020","985.46","972.39","985.46","972.39","367.07K","1.34%"
"15/12/2020","972.39","981.12","983.34","969.53","406.11K","-0.87%"
"14/12/2020","980.95","965.76","980.95","965.76","320.31K","1.59%"
"11/12/2020","965.60","952.46","965.60","951.99","273.17K","1.38%"
"10/12/2020","952.46","962.12","966.28","952.46","361.02K","-0.96%"
"09/12/2020","961.71","953.04","962.12","953.04","342.29K","0.91%"
"08/12/2020","953.04","951.77","955.76","948.39","342.99K","0.12%"
"07/12/2020","951.86","945.37","952.22","944.53","308.28K","0.69%"
"04/12/2020","945.36","946.18","948.85","943.56","368.92K","-0.05%"
"03/12/2020","945.84","939.92","946.28","938.84","344.74K","0.66%"
"02/12/2020","939.62","935.82","940.81","933.97","333.79K","0.41%"
"01/12/2020","935.82","925.03","935.82","914.06","386.81K","0.98%"
"30/11/2020","926.76","931.03","935.55","926.76","317.13K","-0.46%"
"27/11/2020","931.01","924.99","931.01","924.58","259.24K","0.65%"
"26/11/2020","924.99","922.55","924.99","915.90","284.60K","0.27%"
"25/11/2020","922.54","921.80","926.54","919.82","309.55K","0.08%"
"24/11/2020","921.76","920.40","925.21","911.39","357.28K","0.15%"
"23/11/2020","920.38","912.94","921.73","908.83","305.87K","0.82%"
"20/11/2020","912.86","906.51","912.86","904.02","310.54K","0.70%"
"19/11/2020","906.50","901.61","906.88","900.52","330.18K","0.55%"
"18/11/2020","901.58","898.61","903.16","895.55","299.17K","0.34%"
"17/11/2020","898.54","881.14","898.54","881.14","255.11K","2.00%"
"16/11/2020","880.93","895.70","902.54","880.49","343.95K","-1.62%"
"13/11/2020","895.41","888.01","895.41","888.01","287.72K","0.83%"
"12/11/2020","888.02","881.50","888.02","881.13","211.38K","0.74%"
"11/11/2020","881.46","881.75","884.69","875.61","252.59K","0.03%"
"10/11/2020","881.17","882.41","893.48","881.17","299.26K","-0.13%"
"09/11/2020","882.31","868.11","882.31","868.11","259.04K","1.64%"
"06/11/2020","868.11","868.01","871.89","864.64","178.80K","0.02%"
"05/11/2020","867.97","869.83","876.67","867.97","186.87K","-0.21%"
"04/11/2020","869.83","865.47","874.14","864.57","240.26K","0.50%"
"03/11/2020","865.47","862.97","867.66","861.27","206.03K","0.30%"
"02/11/2020","862.92","856.45","863.59","854.15","190.73K","0.75%"
"30/10/2020","856.49","850.63","856.50","841.25","217.15K","0.78%"
"29/10/2020","849.86","850.33","856.42","843.31","247.63K","-0.06%"
"28/10/2020","850.35","873.16","875.73","850.35","313.46K","-2.90%"
"27/10/2020","875.78","880.57","885.83","874.89","308.79K","-0.55%"
"26/10/2020","880.62","889.65","901.56","880.62","289.97K","-1.08%"
"23/10/2020","890.21","878.98","890.24","878.98","270.77K","1.32%"
"22/10/2020","878.61","868.04","878.61","863.33","227.26K","1.22%"
"21/10/2020","868.04","872.02","878.34","867.30","269.86K","-0.45%"
"20/10/2020","872.00","867.30","872.00","863.36","286.90K","0.54%"
"19/10/2020","867.30","865.77","869.66","864.43","260.55K","0.18%"
"16/10/2020","865.76","864.41","869.84","858.61","291.32K","0.16%"
"15/10/2020","864.39","862.09","866.89","859.80","330.66K","0.61%"
"14/10/2020","859.11","848.77","859.11","848.77","285.51K","1.22%"
"13/10/2020","848.78","846.05","849.68","843.59","228.87K","0.33%"
"12/10/2020","846.03","846.84","853.47","843.68","282.58K","-0.09%"
"09/10/2020","846.75","842.49","847.80","841.32","234.27K","0.51%"
"08/10/2020","842.49","844.66","846.50","838.05","306.28K","-0.25%"
"07/10/2020","844.57","844.47","849.55","840.99","329.81K","-0.02%"
"06/10/2020","844.74","842.13","846.43","840.29","323.12K","0.31%"
"05/10/2020","842.13","835.91","843.03","835.91","292.18K","0.75%"
"02/10/2020","835.86","840.54","843.59","824.49","354.75K","-0.56%"
"01/10/2020","840.54","831.04","841.11","831.04","226.43K","1.15%"
"30/09/2020","831.02","828.15","832.49","825.40","216.98K","0.35%"
"29/09/2020","828.15","835.41","842.59","828.15","304.72K","-0.84%"
"28/09/2020","835.20","828.53","836.16","828.53","276.65K","0.81%"
"25/09/2020","828.51","828.47","831.58","825.19","219.74K","0.01%"
"24/09/2020","828.45","833.18","834.21","827.92","218.84K","-0.57%"
"23/09/2020","833.24","828.41","834.81","828.41","232.56K","0.59%"
"22/09/2020","828.39","828.08","830.87","822.55","259.61K","0.03%"
"21/09/2020","828.13","819.19","829.32","819.19","234.08K","1.10%"
"18/09/2020","819.16","810.79","820.11","810.79","206.70K","1.03%"
"17/09/2020","810.80","813.59","815.99","807.73","244.37K","-0.34%"
"16/09/2020","813.59","811.90","813.59","809.74","176.13K","0.20%"
"15/09/2020","811.97","810.38","814.06","809.96","210.19K","0.20%"
"14/09/2020","810.34","803.87","811.14","803.87","207.32K","0.82%"
"11/09/2020","803.75","803.52","805.66","799.99","155.94K","0.03%"
"10/09/2020","803.53","801.81","810.11","801.81","164.63K","0.22%"
"09/09/2020","801.80","802.94","804.77","794.26","182.19K","-0.16%"
"08/09/2020","803.10","800.52","805.49","796.16","160.31K","0.32%"
"07/09/2020","800.52","813.75","818.24","800.52","238.68K","-1.63%"
"04/09/2020","813.75","815.60","815.60","805.82","207.84K","-0.24%"
"03/09/2020","815.71","805.10","816.47","805.10","212.09K","1.32%"
"01/09/2020","805.11","795.94","805.76","794.24","183.13K","1.15%"
"31/08/2020","795.94","795.44","803.89","793.33","192.70K","0.07%"
"28/08/2020","795.40","790.75","801.97","790.75","208.40K","0.59%"
"27/08/2020","790.74","788.70","790.83","787.19","176.62K","0.26%"
"26/08/2020","788.70","789.95","792.24","786.90","206.67K","-0.16%"
"25/08/2020","789.93","784.97","793.38","784.74","218.52K","0.64%"
"24/08/2020","784.94","770.95","785.64","770.86","217.49K","1.83%"
"21/08/2020","770.87","763.87","772.12","763.85","171.03K","0.92%"
"20/08/2020","763.88","766.50","770.77","761.97","148.57K","-0.34%"
"19/08/2020","766.49","763.76","768.83","762.60","136.93K","0.39%"
"18/08/2020","763.49","767.00","767.68","761.56","118.58K","-0.45%"
"17/08/2020","766.96","766.56","768.00","758.00","130.38K","0.04%"
"14/08/2020","766.64","769.69","775.93","764.13","183.42K","-0.40%"
"13/08/2020","769.70","763.59","770.04","763.59","143.74K","0.80%"
"12/08/2020","763.57","760.54","765.31","759.66","152.84K","0.40%"
"11/08/2020","760.54","760.88","764.68","757.51","141.95K","0.00%"
"10/08/2020","760.57","758.21","767.08","758.21","180.57K","0.35%"
"07/08/2020","757.88","756.84","760.65","753.65","151.55K","0.14%"
"06/08/2020","756.83","755.70","761.66","751.44","144.61K","0.15%"
"05/08/2020","755.70","745.32","757.00","738.60","170.78K","1.39%"
"04/08/2020","745.31","735.06","745.31","735.06","142.69K","1.40%"
"03/08/2020","735.05","719.36","735.06","717.12","156.67K","2.18%"
"31/07/2020","719.36","722.97","725.70","710.12","145.37K","-0.61%"
"30/07/2020","723.78","713.15","724.81","713.15","103.82K","1.50%"
"29/07/2020","713.11","733.29","733.29","701.21","208.41K","-2.75%"
"28/07/2020","733.30","707.78","734.34","707.78","211.59K","3.67%"
"27/07/2020","707.37","748.00","748.00","703.48","262.58K","-5.43%"
"24/07/2020","748.00","774.51","774.51","736.07","299.85K","-3.42%"
"23/07/2020","774.51","772.46","774.79","769.02","143.20K","0.26%"
"22/07/2020","772.48","778.24","780.99","771.97","137.70K","-0.79%"
"21/07/2020","778.67","777.87","780.61","773.71","149.30K","0.12%"
"20/07/2020","777.75","788.07","788.07","777.75","169.47K","-1.31%"
"17/07/2020","788.07","793.23","793.24","786.94","151.21K","-0.65%"
"16/07/2020","793.21","785.12","793.21","784.65","142.76K","1.03%"
"15/07/2020","785.10","781.64","789.98","781.64","133.29K","0.44%"
"14/07/2020","781.63","780.08","781.63","774.19","126.39K","0.09%"
"13/07/2020","780.92","783.30","788.66","778.04","134.99K","-0.30%"
"10/07/2020","783.29","789.13","790.51","780.78","155.98K","-0.77%"
"09/07/2020","789.35","778.74","791.50","778.74","168.18K","1.37%"
"08/07/2020","778.65","778.69","780.37","775.20","118.37K","-0.01%"
"07/07/2020","778.70","777.82","785.18","777.82","201.21K","0.12%"
"06/07/2020","777.79","765.63","778.12","765.63","130.74K","1.63%"
"03/07/2020","765.33","761.05","765.72","761.05","106.59K","0.56%"
"02/07/2020","761.04","762.51","764.25","757.32","132.36K","-0.19%"
"01/07/2020","762.49","746.85","763.11","746.19","156.08K","2.09%"
"30/06/2020","746.86","750.21","759.32","741.62","191.83K","-0.45%"
"29/06/2020","750.20","770.31","770.31","744.67","219.82K","-2.65%"
"26/06/2020","770.60","772.69","779.19","768.10","166.17K","-0.25%"
"25/06/2020","772.56","776.99","776.99","766.63","187.74K","-0.57%"
"24/06/2020","777.02","784.00","788.81","774.71","210.86K","-0.85%"
"23/06/2020","783.71","785.56","787.94","779.42","244.79K","-0.30%"
"22/06/2020","786.08","783.37","788.16","781.20","199.63K","0.37%"
"19/06/2020","783.16","770.67","783.16","770.55","214.20K","1.63%"
"18/06/2020","770.57","770.13","773.13","762.31","127.88K","0.06%"
"17/06/2020","770.12","772.40","775.18","767.15","170.40K","-0.28%"
"16/06/2020","772.30","750.84","774.37","750.84","195.75K","2.86%"
"15/06/2020","750.82","780.02","785.21","750.82","304.23K","-3.63%"
"12/06/2020","779.14","776.05","779.14","754.88","365.94K","-0.13%"
"11/06/2020","780.19","810.28","814.96","779.93","426.76K","-3.71%"
"10/06/2020","810.22","807.96","813.00","799.04","362.85K","0.28%"
"09/06/2020","807.98","808.98","813.47","807.40","298.02K","-0.12%"
"08/06/2020","808.98","797.18","815.32","797.18","325.00K","1.53%"
"05/06/2020","796.76","792.71","796.76","787.52","291.35K","0.51%"
"04/06/2020","792.71","792.13","798.84","792.13","272.99K","0.07%"
"03/06/2020","792.12","786.49","792.40","785.48","193.04K","0.74%"
"02/06/2020","786.31","790.49","794.90","785.84","326.51K","-0.48%"
"01/06/2020","790.09","776.17","790.09","776.17","285.60K","1.79%"
"29/05/2020","776.17","772.88","778.29","770.91","174.19K","0.42%"
"28/05/2020","772.92","770.23","777.81","768.75","182.38K","0.35%"
"27/05/2020","770.23","783.40","789.09","770.23","253.19K","-1.68%"
"26/05/2020","783.40","775.80","784.17","775.80","223.84K","0.98%"
"25/05/2020","775.80","769.56","777.31","766.57","174.25K","0.81%"
"22/05/2020","769.55","780.16","780.25","769.29","189.45K","-1.36%"
"21/05/2020","780.19","771.04","780.19","770.34","218.17K","1.19%"
"20/05/2020","771.01","765.60","771.01","761.29","174.82K","0.70%"
"19/05/2020","765.62","755.43","773.40","755.43","219.17K","1.40%"
"18/05/2020","755.06","745.10","755.36","740.93","156.62K","1.33%"
"15/05/2020","745.15","750.57","755.53","742.07","173.84K","-0.77%"
"14/05/2020","750.91","752.82","754.80","744.31","185.29K","-0.25%"
"13/05/2020","752.82","751.88","757.15","732.37","233.00K","0.07%"
"12/05/2020","752.28","745.03","752.83","736.07","209.66K","0.99%"
"11/05/2020","744.88","729.45","744.88","729.45","194.96K","2.12%"
"08/05/2020","729.45","713.15","741.10","713.15","250.97K","2.30%"
"07/05/2020","713.04","701.65","713.04","701.65","152.96K","1.65%"
"06/05/2020","701.49","687.17","701.49","686.01","141.82K","2.12%"
"05/05/2020","686.90","685.05","689.68","682.78","103.99K","0.36%"
"04/05/2020","684.46","689.63","689.85","681.66","172.76K","-0.81%"
"29/04/2020","690.07","690.10","693.05","688.24","141.00K","-0.01%"
"28/04/2020","690.13","692.96","697.28","686.64","136.16K","-0.43%"
"27/04/2020","693.11","696.60","706.65","693.11","176.84K","-0.52%"
"24/04/2020","696.74","690.61","697.26","685.23","157.47K","0.89%"
"23/04/2020","690.61","687.47","702.03","687.47","126.93K","0.47%"
"22/04/2020","687.37","682.10","691.18","667.58","155.91K","0.77%"
"21/04/2020","682.14","709.27","709.27","677.86","259.81K","-3.86%"
"20/04/2020","709.52","707.40","714.07","702.66","220.42K","0.30%"
"17/04/2020","707.39","698.93","708.26","698.93","191.68K","1.22%"
"16/04/2020","698.89","695.18","699.05","688.07","152.26K","0.54%"
"15/04/2020","695.16","686.60","697.39","686.60","175.21K","1.25%"
"14/04/2020","686.58","681.01","686.58","673.94","165.65K","0.82%"
"13/04/2020","681.01","672.25","687.91","672.25","144.32K","1.32%"
"10/04/2020","672.13","675.04","677.13","664.91","219.37K","-0.44%"
"09/04/2020","675.07","668.13","679.85","668.13","193.99K","1.04%"
"08/04/2020","668.10","668.24","668.47","651.31","150.68K","-0.01%"
"07/04/2020","668.20","656.73","670.04","651.92","205.85K","1.75%"
"06/04/2020","656.73","625.36","656.74","625.36","203.09K","5.03%"
"03/04/2020","625.30","606.50","625.30","606.47","136.09K","3.10%"
"01/04/2020","606.50","590.94","609.35","585.50","144.06K","2.60%"
"31/03/2020","591.14","594.21","607.23","579.31","146.73K","-0.47%"
"30/03/2020","593.95","621.87","621.87","586.88","133.89K","-4.52%"
"27/03/2020","622.08","624.70","627.97","612.22","157.96K","-0.42%"
"26/03/2020","624.70","626.65","631.79","615.28","122.19K","-0.36%"
"25/03/2020","626.98","601.31","626.98","601.31","139.14K","4.32%"
"24/03/2020","601.04","609.87","609.87","595.03","148.33K","-1.46%"
"23/03/2020","609.95","646.87","646.87","606.70","156.93K","-6.04%"
"20/03/2020","649.18","658.74","660.96","646.44","127.78K","-1.43%"
"19/03/2020","658.58","676.91","676.91","646.66","146.28K","-2.71%"
"18/03/2020","676.93","675.95","680.95","670.98","144.82K","0.14%"
"17/03/2020","675.96","676.00","679.07","652.80","140.33K","-0.03%"
"16/03/2020","676.14","690.21","690.21","665.28","151.58K","-2.04%"
"13/03/2020","690.20","691.77","691.83","652.25","200.10K","-0.61%"
"12/03/2020","694.44","730.99","730.99","685.68","217.75K","-5.03%"
"11/03/2020","731.22","755.84","761.72","716.52","171.19K","-3.25%"
"10/03/2020","755.82","749.77","759.43","728.71","156.12K","0.81%"
"09/03/2020","749.77","800.49","800.49","748.38","185.73K","-6.34%"
"06/03/2020","800.55","802.84","802.84","792.37","105.71K","-0.31%"
"05/03/2020","803.07","802.08","809.06","800.62","137.03K","0.12%"
"04/03/2020","802.08","801.40","802.50","795.07","131.57K","0.08%"
"03/03/2020","801.42","797.81","807.20","797.81","119.75K","0.43%"
"02/03/2020","797.99","795.16","799.33","790.46","112.31K","0.36%"
"28/02/2020","795.14","809.18","809.18","786.34","126.42K","-1.75%"
"27/02/2020","809.34","803.93","810.04","798.56","90.08K","0.67%"
"26/02/2020","803.94","812.71","812.71","801.18","91.00K","-1.09%"
"25/02/2020","812.78","802.91","812.78","793.70","122.39K","1.07%"
"24/02/2020","804.18","832.22","832.22","803.76","184.48K","-3.48%"
"21/02/2020","833.14","835.35","840.09","832.62","116.30K","-0.26%"
"20/02/2020","835.35","827.11","835.35","827.11","114.55K","1.00%"
"19/02/2020","827.11","825.48","828.78","823.37","102.57K","0.20%"
"18/02/2020","825.48","830.60","830.79","822.69","108.42K","-0.62%"
"17/02/2020","830.60","831.81","833.04","827.42","99.85K","-0.15%"
"14/02/2020","831.84","831.12","834.08","829.32","115.10K","0.15%"
"13/02/2020","830.57","829.84","831.05","825.99","100.56K","0.09%"
"12/02/2020","829.84","824.02","834.40","824.02","133.55K","0.71%"
"11/02/2020","824.03","821.29","825.73","821.29","110.34K","0.33%"
"10/02/2020","821.29","830.05","830.05","816.76","85.51K","-1.07%"
"07/02/2020","830.19","828.28","832.19","825.12","118.43K","0.23%"
"06/02/2020","828.28","812.45","828.28","811.16","155.00K","1.95%"
"05/02/2020","812.45","812.00","819.36","807.57","111.60K","0.07%"
"04/02/2020","811.88","811.69","817.40","801.78","128.79K","0.03%"
"03/02/2020","811.61","819.47","819.47","777.81","180.67K","-0.98%"
"31/01/2020","819.62","843.89","843.89","819.62","146.91K","-2.88%"
"30/01/2020","843.94","871.43","871.43","838.63","132.85K","-3.22%"
"22/01/2020","872.04","868.37","872.21","865.97","90.02K","0.42%"
"21/01/2020","868.35","859.89","868.35","859.89","92.03K","0.98%"
"20/01/2020","859.89","858.89","859.89","856.14","71.93K","0.12%"
"17/01/2020","858.90","857.40","862.22","856.97","83.31K","0.17%"
"16/01/2020","857.40","852.91","857.54","851.72","102.91K","0.53%"
"15/01/2020","852.91","852.07","853.62","850.58","72.51K","0.08%"
"14/01/2020","852.19","848.77","853.09","847.87","90.77K","0.40%"
"13/01/2020","848.79","851.25","851.42","848.46","71.76K","-0.29%"
"10/01/2020","851.25","845.24","852.64","845.17","114.07K","0.72%"
"09/01/2020","845.18","834.53","845.78","834.53","89.27K","1.28%"
"08/01/2020","834.53","845.76","845.76","830.74","114.55K","-1.33%"
"07/01/2020","845.79","842.23","846.39","841.04","78.88K","0.42%"
"06/01/2020","842.23","851.59","851.60","841.90","87.56K","-1.10%"
"03/01/2020","851.59","853.85","857.25","851.35","90.55K","-0.25%"
"02/01/2020","853.70","847.56","853.70","845.50","89.84K","0.72%"
